song_id,title,performer,genre_id,streams,artist followers
113,double take,66,3,6539852,73211
114,Streets,6,3,6502302,8640063
115,By Your Side ,67,3,6488622,21942793
116,MORENA,68,3,6469500,5420471
117,Shape of You,4,3,6452492,83293380
120,Perfect,4,3,6278765,83293380
121,250 Remix,69,3,6244011,282045
122,LA NOCHE DE ANOCHE,8,4,6242863,36142273
123,1STAR ,70,2,6180056,7593046
124,Heather,71,3,6164795,3794081
125,you broke me first,72,3,6152121,1647262
126,The Nights,73,3,6136340,20270895
127,Riptide,74,1,6089242,2421254
128,Smells Like Teen Spirit,75,1,6065267,13261089
129,enough for you,3,3,6040918,6266514
130,Daddy Issues,39,1,6014443,6662605
132,Miss The Rage ,76,6,5952490,6430522
133,Memories,34,1,5928329,32262679
134,An9 Love,77,3,5914661,1838616
135,Here's Your Perfect,78,3,5912784,64288
136,Take Me To Church,79,1,5907750,4781906
137,Little Bit of Love,80,1,5848466,261225
138,Ficha Limpa,81,4,5847975,12969190
139,Up,82,3,5845156,17353707
141,New Normal,83,3,5768653,14187747
142,Bohemian Rhapsody ,84,1,5756583,35888760
143,Bandido,85,4,5734402,6150675
144,Paradise ,86,3,5693848,441674
145,goosebumps,50,6,5691540,17719446
146,Wasted Love ,87,3,5690260,432581
147,KESI ,88,3,5682062,10561047
148,Shallow,89,3,5672480,18572085
149,Tell Em,90,6,5668576,159647
151,Counting Stars,35,1,5647568,12169108
152,Yellow,91,3,5628703,31151294
153,Como Si No Importara,92,9,5627257,205590
155,Wake Me Up,73,3,5607285,20270895
156,Baby Me Atende,93,3,5594505,77034
158,What You Know Bout Love,94,6,5570735,6837946
159,Runaway,95,3,5566150,1687399
160,Red Light Green Light,70,2,5493760,7593046
161,Ball If I Want To,70,2,5478055,7593046
162,Lucid Dreams,96,6,5477563,19085118
163,Calling My Phone,97,6,5467753,3553442
165,bad guy,30,9,5436286,1250353
166,Cover Me In Sunshine,98,3,5434073,11477164
167,For The Night ,94,6,5431375,6837946
168,1 step forward 3 steps back,3,3,5420003,6266514
169,WAP ,82,3,5386268,17353707
170,Mr Brightside,99,1,5382191,6118063
171,Every Breath You Take,100,1,5379704,4339245
172,Dreams,101,1,5378971,6930669
173,Say You Won't Let Go,102,3,5375426,8441598
174,Wild Side ,103,3,5366242,1304510
175,Bout A Million ,94,6,5315734,6837946
176,Demeanor ,94,6,5245618,6837946
177,death bed ,104,6,5238547,924083
178,Our Song,105,3,5235335,8148393
179,An9 One Bites The Dust ,84,1,5204983,35888760
180,One Dance,49,3,5178490,56308172
181,Adore You,22,3,5166847,16112621
182,As the World Caves In,106,9,5145493,180723
183,Fancy Like,107,1,5145432,304995
185,All of Me,108,3,5103014,5799137
186,Martin & Gina,23,6,5098609,4840346
187,Dior,94,6,5092354,6837946
188,Best Friend ,109,3,5090062,1254432
189,The Hills,12,3,5068864,35305637
190,Good Days,110,3,5065132,5881963
191,Kiss My ,105,3,5063181,8148393
192,De Museo,8,4,5016125,36142273
193,7 rings,55,3,5002227,67158068
194,Chosen ,111,9,4992405,167628
196,Breaking Me,112,3,4977498,151832
198,Late At Night,113,6,4954899,6603627
199,Verdansk,59,2,4950275,1427540
200,The Real Slim Shady,114,2,4948965,46785561
201,Tell The Vision ,94,6,8859168,6837946
202,Woo Baby ,94,6,7371935,6837946
203,Holy Smokes,76,5,6464206,6430522
204,More Time,94,6,6238351,6837946
205,Coupe,94,6,6161664,6837946
206,Holiday,115,2,5883145,2008516
207,Manslaughter ,94,6,5822266,6837946
208,Genius ,94,6,5702636,6837946
209,WUSYANAME ,116,2,5696113,6777818
210,Sommergewitter,117,2,5627519,208554
211,Body,118,6,5383125,323203
212,Brush Em ,94,6,5335271,6837946
213,AM,13,4,5288927,2123734
214,MI FAI IMPAZZIRE,119,3,5242097,127364
215,Ride It,120,3,5235088,152226
216,Lost Cause,30,9,5203319,1250353
217,Shot in the Dark,121,1,5173308,5178156
218,Wrecked,61,1,5150909,35285425
219,Bipolar,122,10,5116589,2586114
220,His & Hers ,62,3,5110475,411579
221,Follow You,61,1,5097187,35285425
222,We're Good,9,3,6318660,27142474
223,Life Goes On,10,3,6142975,37106176
225,Baila Conmigo ,123,3,5588217,28909504
226,The Jackie ,124,3,5454994,386757
227,hope ur ok,3,3,5435614,6266514
229,Alcohol Free,125,3,5259503,9987114
230,WHOLE LOTTA MONEY ,126,4,5186354,151870
231,Memory,127,11,5173178,3507622
232,Me Fije,128,4,5068677,2166191
234,Aloha,40,4,5036030,26769304
235,Sexo Virtual,7,3,4975786,6080597
236,Closer,129,3,4954679,18191658
237,Wonderwall ,130,1,4938180,6475631
238,Wasting Time ,131,3,6731106,1724414
239,I Don't Do Drugs ,6,3,5912293,8640063
240,Renegade ,132,8,5876058,98503
241,JUGGERNAUT ,116,2,5392334,6777818
243,EVERY CHANCE I GET ,133,3,5321544,6278835
244,Dick ,134,9,5258628,17202
245,Solar Power,135,3,5234112,8083566
246,Your Power,30,3,5135380,47014200
247,Lieben wir,136,3,5029898,558345
248,Whoopty,137,6,5013017,180454
249,Batom de Cereja ,138,3,5011753,1097789
250,Prisoner ,139,3,5005018,15770302
251,Stereo Hearts ,140,3,4992345,1275345
252,Reloj,7,3,4980155,6080597
253,malibu,141,9,4973063,384097
254,Eladio Carrion Bzrp Music Sessions Vol 40,29,3,4965913,3126961
255,Do I Wanna Know?,142,1,4938586,12369079
256,LUMBERJACK,116,2,11756283,6777818
257,LEMONHEAD ,116,2,11380679,6777818
258,HOT WIND BLOWS ,116,2,9889197,6777818
259,CORSO,116,2,9503981,6777818
260,SWEET / I THOUGHT YOU WANTED TO DANCE,116,2,9142721,6777818
261,SIR BAUDELAIRE ,116,2,8884283,6777818
262,MASSA,116,2,8218423,6777818
263,RUNITUP ,116,2,7917707,6777818
264,MANIFESTO ,116,2,6988886,6777818
265,Get Into It ,6,3,6503281,8640063
266,WILSHIRE,116,2,6268542,6777818
267,RISE! ,116,2,6034281,6777818
268,Naked,6,3,5527865,8640063
269,Having Our Way ,143,3,5424579,11690201
270,Payday ,6,3,5393789,8640063
271,Been Like This,6,3,5362817,8640063
272,MILLE ,144,3,5341887,1650683
273,UN DIA ,24,4,5203364,29051363
274,Savage Love ,145,3,5108950,100604
275,Poblado,146,4,6893939,29051363
276,Hecha Pa' Mi,147,12,6308369,278679
277,working,72,3,5666770,1647262
278,Petrouchka ,148,3,5511544,289437
279,p r i d e  i s  t h e  d e v i l ,149,2,5430260,14097410
280,m y l i f e ,149,2,5246577,14097410
281,Jocelyn Flores,150,2,5220422,29539807
282,No Return ,23,6,5189427,4840346
283,The Box,113,6,5145099,6603627
284,Wellerman ,151,9,5124606,140812
285,Can't Hold Us ,152,1,5085147,2562082
286,Anyone,11,9,5079587,1250353
287,my ex's best friend ,153,3,5048079,3864419
288,Just the Way You Are,20,3,5043647,32574754
289,HIGHEST IN THE ROOM,50,6,4975720,17719446
290,Break My Heart,9,3,4971176,27142474
291,Laugh Now Cry Later ,49,3,4916860,56308172
292,We Are The People ,154,3,4912036,14917926
293,Ella No Es Tuya,155,3,4911162,319192
294,In the End,156,6,4910070,19584111
295,No Role Modelz,149,2,4904401,14097410
296,SICKO MODE,50,6,4898977,17719446
297,Something Just Like This,129,3,4862683,18191658
298,You,120,3,4846549,152226
299,Straightenin,143,3,7615531,11690201
300,GANG GANG ,23,6,7506580,4840346
301,Black Hearted,23,6,6989528,4840346
302,Lost,34,1,6410263,32262679
303,Avalanche,143,3,6323268,11690201
304,My Head & My Heart,157,3,5470147,3911473
305,Malibu ,143,3,5456648,11690201
306,GIRL LIKE ME,158,3,5395181,5963840
307,Clueless ,23,6,5335308,4840346
308,Modern Day,143,3,5322745,11690201
309,Therefore I Am,30,9,5265630,1250353
310,TE MUDASTE,8,4,5242347,36142273
311,Tipo Gin ,159,10,5155238,2753929
312,Higher Power,91,9,5142982,1250353
313,SUN GOES DOWN,5,3,5125477,5473565
314,Painting Pictures,23,6,5119845,4840346
315,Rain On Me ,89,3,5041656,18572085
316,Hats Off ,160,2,7324233,7805880
317,Last Train Home,121,1,6439718,5178156
318,Voice of the Heroes,160,2,6249801,7805880
319,0X1 LOVESONG ,161,3,6040553,4136553
320,a m a r i,149,2,5645966,14097410
321,NEVER LEFT,162,6,5552212,4016497
322,Solid ,163,6,5347781,61930
323,La Nota,164,3,5300884,7904381
324,Golden,22,3,5298893,16112621
325,CORALINE,1,1,5241813,3377762
326,BICHOTA,43,9,5201714,1250353
327,Slumber Party ,165,3,5113574,1246335
328,Killer ,114,2,5404939,46785561
329,Liberdade ,166,3,5378350,10334543
330,All Girls Are The Same,96,6,5372180,19085118
332,Boy With Luv ,10,3,5266625,37106176
333,Disco Arranhado ,167,9,5207186,74814
334,Godzilla ,114,2,5143522,46785561
335,Blueberry Faygo,168,6,5085511,3816446
336,Somebody That I Used To Know,169,3,5068972,2263960
337,Holy ,11,3,5063015,48504126
338,Vida Louca,170,10,5051514,448447
339,i n t e r l u d e,149,2,7880155,14097410
340,Butter ,10,3,7450126,37106176
341,Film out,10,3,7198095,37106176
343,Shy Away,171,1,6634722,20823062
344,Saturday,171,1,6628638,20823062
345,9 5  s o u t h,149,2,6333126,14097410
346,Seeing Green ,172,3,6299936,22161310
349,In the morning,173,3,5738325,2379448
350,l e t g o m y h a n d,149,2,5393643,14097410
351,What Next,49,3,5335112,56308172
352,Ramen & OJ,174,3,5282702,1725025
353,Cloud 9,175,3,5252767,618444
354,Tout l'univers,176,9,5174437,32257
355,Headshot ,97,6,5174298,3553442
358,Choker,171,1,5150176,20823062
359,a p p l y i n g  p r e s s u r e,149,2,15967986,14097410
360,1 0 0  m i l  ,149,2,15171655,14097410
361,p u n c h i n   t h e  c l o c k,149,2,14051831,14097410
362,t h e  c l i m b  b a c k,149,2,12648655,14097410
363,h u n g e r  o n  h i l l s i d e ,149,2,11647489,14097410
364,c l o s e,149,2,10712648,14097410
365,WITHOUT YOU ,2,2,6081034,2230022
366,Snow Tha Product Bzrp Music Sessions Vol 39,29,3,5595839,3126961
367,Travesuras ,13,4,5518444,2123734
368,Bubblegum Bitch,177,3,5375782,2918229
369,Falling,22,3,5294368,16112621
371,No Te Enamores ,178,4,5218146,22718
372,PROBLEMA,179,9,5215973,1250353
373,Lonely ,11,3,5191697,48504126
374,Cupid's Chokehold ,140,3,5165035,1275345
375,If the World Was Ending,180,1,5127736,280585
376,I DID IT ,133,3,7347891,6278835
377,Body,181,6,5831357,323203
378,everything i wanted,30,9,5448680,1250353
379,What You Need,182,6,5346005,1605329
380,L Gante Bzrp Music Sessions Vol38,29,3,5290877,3126961
381,HOLIDAY,5,3,5264232,5473565
382,At My Worst,183,3,5258000,942628
383,Life Is Good ,184,3,5241227,10488292
384,Extasy,185,2,5203700,1223734
385,Wishing Well,96,6,5125706,19085118
386,Fan de Tus Fotos,186,2,5103863,14826679
388,Machu Picchu,88,3,5062404,10561047
389,Come & Go ,96,6,5037124,19085118
390,Robbery,96,6,5024884,19085118
393,durag activity ,187,2,7939784,279741
394,love race ,153,3,6325080,3864419
395,3STAR ,133,3,6127103,6278835
396,LET IT GO ,133,3,6083338,6278835
397,Girl From Rio,188,3,5768836,10740222
399,Mr Perfectly Fine ,189,3,5480722,42227614
400,when the party's over,30,9,5467596,1250353
401,Otra Noche Sin Ti,24,4,5377794,29051363
402,Met Him Last Night ,190,3,5200695,20331923
403,Back In Blood ,191,2,5198209,423237
404,Run It Up ,97,6,5107084,3553442
406,As I Am ,11,3,5896065,48544923
407,Come Through ,192,3,5531998,4138951
408,Goosebumps,193,6,5496962,17719446
409,Put Your Records On,194,3,5181180,100463
410,Facas  Ao Vivo,195,3,5141640,1585593
411,Train Wreck,102,3,5081800,8446147
412,Monster ,196,3,5069268,33893352
413,In Your Eyes,12,3,5054319,35340069
414,SAD!,150,2,5051338,29566516
415,Good Without,197,3,4998044,130801
416,hot girl bummer,198,3,4992396,4270131
417,When I Was Your Man,20,3,4945935,32603394
418,LOCATION,43,9,4940701,1250353
419,Stressed Out,171,1,4913147,20823062
420,Ski,163,6,7753784,61930
421,Diamonds Dancing ,163,6,7515766,61930
422,Love Story,189,3,6202933,42227614
425,willow,189,3,5016865,42227614
426,Why'd You Only Call Me When You're High?,142,1,4976405,12375514
427,Afterglow,4,9,4965330,1250353
430,Fearless,189,3,9676024,42227614
431,X Gon' Give It To Ya,199,3,8638360,2815928
432,Fifteen,189,3,7852063,42227614
433,The Way I Loved You ,189,3,7736262,42227614
434,You All Over Me ,189,3,7712896,42227614
435,Hey Stephen ,189,3,7385864,42227614
436,White Horse,189,3,7039222,42227614
437,Forever & Always ,189,3,6566059,42227614
438,Breathe ,189,3,6508683,42227614
439,Ruff Ryders' Anthem,199,3,5988511,2815928
441,Tell Me Why ,189,3,5885151,42227614
443,Chica Ideal,200,9,5217052,1250353
446,We Were Happy ,189,3,5189423,42227614
447,WACHA,201,2,5172999,3198705
448,Dancing With The Devil,190,3,5836326,20338833
450,What 9 People Say,202,3,5413003,122746
451,Hello ,94,6,5323062,6852509
452,Hasta Abajo,203,2,5269163,4026643
453,Take You Dancing,204,3,5176493,9778632
454,Unstable ,11,3,5137645,48544923
455,Stuck with U ,55,3,5094660,67208170
456,Hayloft,205,3,5086382,2110870
459,Payphone,34,1,5052717,32279979
460,Ghost,11,3,5013450,48544923
461,Off My Face,11,3,5004111,48544923
462,Whats 3pin,206,3,4972518,1053324
463,Take on Me,207,1,4969662,1560784
465,Richer ,208,6,6292362, 
466,Tu Veneno,24,4,6007541,29067437
467,Deserve You,11,3,5837372,48544923
468,2 Much,11,3,5794583,48544923
469,Tusa,43,4,5510113,17792779
470,Una Locura,209,3,5466954,29238936
471,Loved By You ,11,3,5419040,48544923
472,Girls Like Us,210,3,5410730,203555
473,Lemon Pepper Freestyle ,49,3,5365747,56327031
474,Esquema Preferido,211,4,5356696,342930
475,Love Not War ,204,3,5326719,9778632
476,Die For You ,11,3,5323412,48544923
477,Starboy,12,3,5302285,35340069
480,Love You Different ,11,3,10024729,48544923
481,Somebody,11,3,8912458,48544923
482,White Dress,212,3,5796978,13697048
483,Polvo,186,2,5528508,14831925
484,Chemtrails Over The 11 Club,212,3,5418816,13697048
485,Parce ,40,4,5312876,26769304
486,Ropa Cara,88,3,5249427,10580764
487,Vida de Rico,88,3,5189822,10580764
488,Devil Eyes,213,6,5098581,713486
489,Ponte Pa' Mi,44,4,5082870,2897862
491,Patience ,115,2,6155698,2010879
492,Selfish Love ,214,3,6020785,7408249
493,Snowman,215,3,5454807,20528724
494,DAYWALKER! ,153,3,5439646,3868320
495,La Curiosidad,216,4,5198514,1650912
496,All We Got ,217,3,5156937,2786366
497,Say So,6,3,5103528,8671649
498,Hope,150,2,5085527,29566516
499,The Less I Know The Better,218,7,5084635,5064200
500,I Feel It Coming,12,3,5079857,35340069
501,Mood Swings ,94,6,5068349,6852509
502,Someone To You,219,1,5054881,419151
503,To the Bone,220,3,5052557,1643882
504,How You Like That,221,3,5023592,23848461
505,LOST,222,3,5013851,5831194
506,VOCE,223,9,5510906,1251372
507,AP ,94,6,5462333,6852509
508,Life's A Mess II ,96,6,5393459,19102888
509,CHIAMAMI PER NOME,224,1,5321946,568711
510,Antes,225,4,5232377,18306226
511,Mona Lisa,226,3,5208787,2161609
512,Real As It Gets ,160,2,5170861,7816213
513,Se Te Nota ,227,3,5168240,786461
514,Head Shoulders Knees & Toes ,87,3,5093408,432511
515,Star Shopping,228,2,5073657,7535054
517,Maniac,71,3,5044929,3799104
519,test drive,55,3,6591829,67208170
521,SO DONE,2,2,5440707,2238190
522,Jeans,44,4,5145966,2897862
523,ROXANNE,229,3,5124742,621200
524,1star ,17,6,5115990,33663701
526,Without Me,230,3,5016283,15663384
527,BOOKER T,8,4,4995965,36177712
528,Intentions ,11,3,4994138,48544923
529,Sofia,231,3,4982892,2722638
530,Photog6h,4,3,4974880,83337783
532,Madonna,232,3,5936752,961181
533,CLOUDS,222,3,5897983,5831194
534,Wonder,196,9,5535339,1251372
535,Skin,233,3,5497942,3689546
536,Tyler Herro,206,3,5168107,1053324
537,Remember That Night?,234,3,5116325,251549
538,Lifestyle ,204,3,5059891,9778632
539,Fly Away,48,3,5053713,2820477
540,Despeinada,209,3,5004462,29238936
541,motive ,55,3,4986037,67208170
542,I Don't Care ,4,3,4984399,83337783
544,Nathy Peluso Bzrp Music Sessions Vol 36,29,3,5232509,3134041
546,Tattoo,7,3,5120753,6096559
548,Moonlight,150,2,5003825,29566516
549,Thinking out Loud,4,3,4995623,83337783
550,Toosie Slide,49,3,4966878,56327031
551,Earned It ,12,3,4929647,35340069
552,ily ,235,13,4908929,132855
553,Wonderwall,130,1,4902737,6478565
554,Everybody Dies In Their Nightmares,150,2,4847224,29566516
555,Bad Boy ,96,6,6011642,19102888
557,Floating Through Space,215,3,5579697,20528724
558,Can't Feel My Face,12,3,5479407,35340069
559,You ,236,3,5342938,804613
560,Call Out My Name,12,3,5233359,35340069
561,Midnight Sky,139,3,5208100,15778531
562,Pressure ,154,3,5197587,14921269
563,Can You Feel My Heart,237,1,5092250,3912138
564,Agua de Jamaica,40,4,5072462,26784251
565,Mds,238,2,5046418,444736
566,Heartless,12,3,4995578,35340069
567,pov,55,3,4906738,67208170
568,Be Alright,239,1,4900492,1692635
569,Cry Baby ,36,3,4884711,4794212
570,Mi Cuarto,240,3,4873380,149682
571,Ohne Dich,241,2,5487774,197320
572,Gravity ,131,3,5136895,1726216
573,Vibez,242,3,5071718,16655692
574,All I Want ,3,3,5052801,6313514
575,Daisy,165,3,5030670,1248499
576,Wasted On You,243,11,4948563,2147875
577,La Jeepeta ,13,4,4942545,2127531
578,Los Dioses,225,4,5929507,18306226
579,Si Me Tomo Una Cerveza,244,3,5427534,114348
580,Somebody Problem,243,11,5332437,2147875
581,De Una Vez,123,3,5186567,28931149
582,Way Out ,206,3,4962949,1053324
583,Diamonds,245,3,4931163,17097317
584,Dancing in My Room,246,6,4914093,211500
585,De Cora ,7,3,4864544,6096559
586,champagne problems,189,3,4848954,42227614
587,Go Crazy,247,3,4833081,14073083
588,Reminds Me Of You,96,6,5942551,19102888
589,Don't Play,105,3,5119828,8153871
591,Buss It,248,6,4915403,41551
592,Kings & Queens,157,3,4855690,3916979
593,Lovesick Girls,221,3,4796365,23848461
594,Caramelo,209,3,4790233,29238936
596,Sand In My Boots,243,11,5446609,2147875
598,7 Summers,243,11,5064504,2147875
599,HACIENDO QUE ME AMAS,8,4,4935633,36177712
600,La Luz,64,3,4906324,8766508
601,The Woo ,94,6,4892682,6852509
602,More Than My Hometown,243,11,4879971,2147875
603,Warning,243,11,4860714,2147875
605,Ice Cream ,221,3,4812765,23848461
606,Be Kind ,32,3,4790427,31552500
607,Fever,9,3,4769618,27167675
608,Angst,249,2,5317174,1674348
609,no body no crime ,189,3,4986214,42227614
610,Sunday Best,250,3,4858392,724903
612,Happier,32,3,4655272,31552500
613,Don't Stop Me Now,84,1,4630572,35910149
614,Azul,24,4,4606011,29067437
616,Tequila Shots,251,3,4540781,5002317
617,Lose Control,86,3,4516053,441714
618,I CAN'T STOP ME,125,3,4504304,9998991
619,EGIRLS ARE RUINING MY LIFE!,252,6,4488125,1777797
620,All I Want for Christmas Is You,253,3,23235257,6931357
621,Last Christmas,254,1,20709328,1631876
622,Santa Tell Me,55,3,16657592,67208170
623,1in' Around The Christmas Tree,255,1,16613649,222627
624,Jingle Bell 1,256,9,16527404,20637
626,It's the Most Wonderful Time of the Year,257,3,14582001,369548
627,Underneath the Tree,258,1,12266990,7869617
629,Let It Snow! Let It Snow! Let It Snow!,259,7,10884855,1139096
630,Let It Snow! Let It Snow! Let It Snow! ,260,7,10787165,4953667
631,Mistletoe,11,3,10609206,48544923
632,Sleigh Ride,261,9,10508459,1251372
634,Wonderful Christmastime,262,1,9882989,3609658
636,Happy Xmas ,263,1,9509781,4313100
640,Slay3r,264,2,6912271,4958353
642,Fairytale of New York ,265,1,6404964,382997
643,Merry Christmas Everyone,266,1,6052105,99249
644,Blue Christmas,267,1,6007011,5698788
645,Run Rudolph Run ,268,9,5802508,1251372
646,Santa Claus Is Coming To Town,269,9,5801639,1251372
647,Santa Baby,270,3,5687085,1324920
648,It's Beginning to Look a Lot Like Christmas,271,3,5422082,336373
649,Christmas ,272,9,5394054,1251372
650,Step Into Christmas,273,1,5353591,7504724
651,Show Out ,251,3,5209372,5002317
652,Investe Em Mim,274,3,5191001,1293055
653,Lance Individual,275,,5152906,15019109
654,Jingle Bell 1 ,276,1,10522305,1549216
655,Thank God It's Christmas ,84,,10509961, 
656,Christmas Lights,91,3,10455065,31161671
657,Have Yourself A Merry Little Christmas,245,3,9548924,17097317
658,Santa's Coming for Us,215,3,9474711,20528724
659,My Only Wish ,277,3,9457199,9470311
660,Baby It's Cold Outside ,278,1,9270017,1298537
661,Like It's Christmas,279,3,9167304,5436999
662,Christmas Without You,157,3,8813922,3916979
663,You Make It Feel Like Christmas ,280,3,8696354,4805333
664,Gnat,114,2,8614955,46814751
665,Joy To The World,281,9,8387899,1251372
668,tis the damn season,189,3,8115520,42227614
672,gold rush,189,3,7901968,42227614
673,What Christmas Means To Me,282,9,7792643,1251372
674,The Christmas Song ,196,3,7536851,33893352
676,Santa Claus Is Comin' to Town,283,1,7363913,4224071
677,One More Sleep,284,3,7350024,2877234
678,Little Saint Nick ,285,9,7301381,1251372
679,Naughty List ,286,3,7299201,8037861
680,I'll Be Home,287,3,7281773,10606572
684,Oh Santa! ,253,3,7170169,6931357
689,Christmas Tree Farm,189,3,6657404,42227614
690,Cozy Little Christmas,288,3,6652130,18936929
691,Merry Christmas Happy Holidays,289,3,6635128,1564750
692,tolerate it,189,3,6635109,42227614
693,Please Come Home for Christmas ,290,1,6400108,6896776
694,My Kind Of Present,287,3,6278993,10606572
695,happiness,189,3,16213589,42227614
696,ivy,189,3,14519547,42227614
697,dorothea,189,3,14392788,42227614
698,coney island ,189,3,14385703,42227614
699,evermore ,189,3,13810722,42227614
700,long story short,189,3,13583538,42227614
701,cowboy like me,189,3,12782098,42227614
702,marjorie,189,3,12234761,42227614
703,closure,189,3,11245393,42227614
704,She Knows This,251,3,10561183,5002317
705,An9 Day,251,3,8901697,5002317
706,Solo Dolo Pt III,251,3,7655623,5002317
707,Dive,251,3,7524738,5002317
708,Heaven On Earth,251,3,7117347,5002317
709,Sad People,251,3,6865689,5002317
710,Damaged,251,3,6763705,5002317
712,Beautiful Trip,251,3,6108393,5002317
713,The Void,251,3,6068816,5002317
714,cardigan,189,3,5845457,42227614
715,Real Shit ,96,6,9325928,19102888
716,Teach Me How To Love,196,3,7932101,33893352
718,WHATS 3PIN ,291,3,6567755,3828418
719,TE DESEO LO MEJOR,8,4,6204228,36177712
720,Errbody,160,2,5929516,7816213
721,Angels Like You,139,3,5884221,15778531
722,Blue & Grey,10,3,5698275,37151476
723,Mad at Disney,292,3,5436450,133998
724,Safaera,8,4,5390363,36177712
725,LA DROGA,8,4,5375449,36177712
726,GO ,2,2,5370330,2238190
727,Jenny ,293,9,5364223,181236
728,Mood ,26,6,5314734,1276406
730,MALDITA POBREZA,8,4,12660806,36177712
732,ANTES QUE SE ACABE,8,4,11298839,36177712
733,SORRY PAPI,8,4,11066606,36177712
735,TRELLAS,8,4,10733416,36177712
736,Wonderful Christmastime,262,1,9624871,3609658
737,Fly To My Room,10,3,8413330,37151476
738,Telepathy,10,3,7703744,37151476
739,Disease,10,3,7165808,37151476
740,Stay,10,3,7010227,37151476
741,Heart Of Glass ,139,3,6006877,15778531
743,Plastic Hearts,139,3,5816739,15778531
745,Skit,10,3,8392247,37151476
746,Baby ,294,3,7276896,4430628
747,Tick Tock ,295,3,6241923,4431309
752,Abracadabra ,294,3,5263469,4430628
754,ALWAYS DO,2,2,5196635,2238190
755,Smile ,96,6,5164187,19102888
756,Pretty Savage,221,3,5039047,23848461
757,Savage Love ,145,3,4995203,100635
758,Mirrors,296,3,4988571,11034144
759,Hollywood ,294,3,4920218,4430628
760,Runnin,297,2,4914682,9949044
761,Are You Bored Yet? ,298,1,4911995,1963296
